City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
466,Dosso,NE,13.049,3.1937,84.45,21,8,7.96,clear sky
467,Maracaibo,VE,10.6317,-71.6406,84.07,75,64,6.87,broken clouds
468,Abnub,EG,27.2696,31.1511,75.34,44,0,8.84,clear sky
469,Vestmannaeyjar,IS,63.4427,-20.2734,42.42,73,92,3.33,overcast clouds
470,Palizada,MX,18.25,-92.0833,88.29,65,97,4.92,overcast clouds
471,Dunedin,NZ,-45.8742,170.5036,48.79,75,100,8.01,overcast clouds
472,Gogrial,SS,8.5332,28.1004,72.25,84,22,2.91,few clouds
473,Jingdezhen,CN,29.2947,117.2079,49.55,71,9,4.72,clear sky
474,Airai,TL,-8.9266,125.4092,61.74,92,100,0.81,overcast clouds
475,Willowmore,ZA,-33.2926,23.4895,62.71,66,100,6.24,overcast clouds
476,Changji,CN,44.0167,87.3167,52.59,35,0,6.71,clear sky
477,Sakaiminato,JP,35.55,133.2333,58.8,86,78,23.47,light rain
478,Padang,ID,-0.9492,100.3543,76.98,80,100,3.09,overcast clouds
479,Jojoima,SL,7.8792,-10.7878,72.72,95,56,0.81,light rain
480,Nadadores,MX,27.05,-101.6,69.49,92,100,15.86,overcast clouds
481,Itoman,JP,26.1247,127.6694,73.42,81,75,32.21,broken clouds
482,Novopokrovka,UA,49.8425,36.5477,44.53,63,47,5.41,scattered clouds
483,Oussouye,SN,12.485,-16.5469,79.21,83,76,6.22,broken clouds
484,Barra Mansa,BR,-22.5442,-44.1714,70.2,83,100,6.22,overcast clouds
485,Parnarama,BR,-5.6817,-43.0933,93.78,23,43,3.13,scattered clouds
486,Verkh-Usugli,RU,52.7,115.1667,23.65,65,3,2.04,clear sky
487,Zhanakorgan,KZ,43.9098,67.2495,52.39,47,100,13.6,overcast clouds
488,Alta Floresta,BR,-9.8756,-56.0861,84.51,51,94,5.7,overcast clouds
489,Colon,PA,9.3592,-79.9014,84.11,79,100,7.0,overcast clouds
490,Huaquechula,MX,18.7667,-98.55,84.74,52,39,5.82,light rain
491,Yeppoon,AU,-23.1333,150.7333,69.58,83,16,12.39,few clouds
492,Wladyslawowo,PL,54.7909,18.4009,65.93,68,100,15.82,overcast clouds
493,Blythe,US,33.6103,-114.5964,84.04,24,0,11.95,clear sky
494,Prieska,ZA,-29.6641,22.7474,72.54,51,100,4.72,overcast clouds
495,Pathein,MM,16.7833,94.7333,73.53,85,7,1.01,clear sky
496,Izhma,RU,65.0083,53.9113,43.52,90,100,9.26,light rain
497,Ogaminana,NG,7.5946,6.2248,76.23,81,97,1.81,overcast clouds
498,Ucluelet,CA,48.9329,-125.5528,64.09,77,93,8.32,overcast clouds
499,Lata,PT,40.1629,-8.3327,63.07,83,3,2.35,clear sky
500,Nhulunbuy,AU,-12.2333,136.7667,75.81,88,53,0.0,broken clouds
501,Talnakh,RU,69.4865,88.3972,26.51,97,99,4.16,light snow
502,Bilibino,RU,68.0546,166.4372,-12.23,100,97,3.38,overcast clouds
503,Moroni,KM,-11.7022,43.2551,74.01,81,16,4.23,few clouds
504,Inyonga,TZ,-6.7167,32.0667,77.68,31,98,3.31,overcast clouds
505,Svetlaya,RU,46.5389,138.3297,37.42,65,2,6.82,clear sky
506,Kudahuvadhoo,MV,2.6708,72.8944,80.6,72,100,11.45,overcast clouds
507,Snyder,US,32.7179,-100.9176,59.34,58,40,10.36,scattered clouds
508,Lazaro Cardenas,MX,17.9583,-102.2,85.05,73,34,4.83,light rain
509,Sioux Lookout,CA,50.1001,-91.917,32.05,35,100,11.41,overcast clouds
510,Ostrovnoy,RU,68.0531,39.5131,45.1,94,100,22.19,overcast clouds
511,Videira,BR,-27.0083,-51.1517,66.76,81,100,1.48,overcast clouds
512,Domna,RU,51.8971,113.1573,12.36,92,2,2.24,clear sky
513,Palu,ID,-0.8917,119.8707,76.37,96,100,3.04,heavy intensity rain
514,Mizdah,LY,31.4451,12.9801,63.39,70,3,11.1,clear sky
515,Shelopugino,RU,51.6514,117.5599,22.03,65,23,4.05,few clouds
516,Tatsuno,JP,34.8667,134.55,60.08,83,2,6.6,clear sky
517,Savannah Bight,HN,16.45,-85.85,83.43,75,17,15.77,few clouds
518,Buritizeiro,BR,-17.3511,-44.9622,84.99,20,1,1.57,clear sky
519,Tolga,DZ,34.7222,5.3785,82.08,35,0,5.35,clear sky
520,Santa Cruz,BO,-17.8,-63.1667,89.65,48,20,10.36,few clouds
521,Leiyang,CN,26.4024,112.8591,61.2,62,78,8.12,broken clouds
522,Chifeng,CN,42.2683,118.9636,33.13,31,0,5.99,clear sky
523,Mitsamiouli,KM,-11.3847,43.2844,75.16,78,1,4.41,clear sky
524,Mahibadhoo,MV,3.7833,72.9667,81.1,73,100,15.32,overcast clouds
525,Ladario,BR,-19.0047,-57.6017,95.09,46,0,4.61,heavy intensity rain
526,Norilsk,RU,69.3535,88.2027,27.23,96,99,4.92,light snow
527,Curup,ID,-3.4667,102.5333,67.17,98,100,1.19,moderate rain
528,Ouadda,CF,8.0777,22.4007,68.41,91,97,2.51,overcast clouds
529,Port-Gentil,GA,-0.7193,8.7815,80.56,89,20,10.36,thunderstorm
530,Kaeo,NZ,-35.1,173.7833,61.32,83,24,7.36,few clouds
531,Imbituba,BR,-28.24,-48.6703,65.37,83,53,4.0,broken clouds
532,Alofi,NU,-19.0595,-169.9187,82.29,65,40,11.5,scattered clouds
533,Coos Bay,US,43.3665,-124.2179,75.31,77,0,9.22,clear sky
534,Maumere,ID,-8.6199,122.2111,80.2,77,100,1.88,overcast clouds
535,Nevelsk,RU,46.6733,141.8633,39.94,65,94,12.64,overcast clouds
536,Sabang,ID,5.8933,95.3214,77.95,89,100,21.81,overcast clouds
537,Catalina,US,32.5056,-110.9211,79.2,37,36,1.01,scattered clouds
538,Zhanaozen,KZ,43.3,52.8,57.83,52,100,8.79,overcast clouds
539,Am Timan,TD,11.0297,20.2827,76.42,62,100,2.91,overcast clouds
540,Derzhavinsk,KZ,51.1,66.3167,43.83,54,100,6.71,overcast clouds
541,Qaqortoq,GL,60.7167,-46.0333,32.72,70,100,5.23,overcast clouds
542,Pangkalanbuun,ID,-2.6833,111.6167,74.14,98,100,2.15,overcast clouds
543,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,70.43,65,100,6.49,overcast clouds
544,Harper,LR,4.375,-7.7169,76.86,87,87,5.68,overcast clouds
545,Yerbogachen,RU,61.2767,108.0108,27.41,82,97,5.26,overcast clouds
546,Shelburne,CA,44.0787,-80.2041,43.12,82,95,11.97,overcast clouds
547,Talcahuano,CL,-36.7167,-73.1167,53.28,87,100,8.05,overcast clouds
548,Shimoda,JP,34.6667,138.95,64.11,76,100,12.82,overcast clouds
549,Batouri,CM,4.4333,14.3667,69.87,92,90,1.41,overcast clouds
550,Peabiru,BR,-23.9128,-52.3431,75.74,75,100,4.83,overcast clouds
551,Alice Springs,AU,-23.7,133.8833,65.75,88,75,1.14,broken clouds
552,Yulara,AU,-25.2406,130.9889,59.63,48,0,9.06,clear sky
553,Dresden,DE,51.0509,13.7383,61.99,82,0,6.91,clear sky
554,Fiumicino,IT,41.7675,12.2291,69.66,68,2,1.66,clear sky
555,Barcelos,PT,41.5388,-8.6151,66.85,90,7,3.98,clear sky
556,Bossangoa,CF,6.4926,17.4552,69.37,96,63,1.23,light rain
557,Saint Anthony,US,45.0205,-93.218,39.29,44,75,20.71,broken clouds
558,Nantucket,US,41.2835,-70.0995,64.54,82,100,13.8,overcast clouds
559,Mandan,US,46.8267,-100.8896,43.38,49,100,6.91,overcast clouds
560,Saint-Augustin,CA,51.226,-58.6502,48.45,88,100,6.29,overcast clouds
561,Teluk Nibung,ID,3.001,99.8164,77.72,86,100,3.47,overcast clouds
562,Ponta Delgada,PT,37.7333,-25.6667,57.92,72,20,8.05,few clouds
563,Comrat,MD,46.3003,28.6572,49.96,46,46,3.56,scattered clouds
564,Puerto Ayacucho,VE,5.6639,-67.6236,84.22,77,75,0.31,broken clouds
565,Peterhead,GB,57.5058,-1.7981,50.4,88,41,19.73,scattered clouds
566,Zatoka,UA,46.0725,30.4654,57.2,57,0,7.85,clear sky
567,Kokoda,PG,-8.8785,147.7407,76.69,90,100,0.89,overcast clouds
568,Bundaberg,AU,-24.85,152.35,70.21,90,71,1.01,broken clouds
569,Gwadar,PK,25.1216,62.3254,78.76,70,26,9.89,scattered clouds
570,Praya,CV,14.9215,-23.5087,77.54,78,0,16.11,clear sky
571,Swan Hill,AU,-35.3378,143.5544,51.8,81,100,6.87,overcast clouds
572,Zyryanka,RU,65.75,150.85,0.5,96,96,4.79,overcast clouds
573,Bourne,GB,52.7667,-0.3833,54.84,81,48,8.05,scattered clouds
574,Tromso,NO,69.6496,18.957,37.42,87,75,5.75,light intensity shower rain
575,Muhos,FI,64.808,25.9931,42.58,96,1,5.35,clear sky
576,Sabirabad,AZ,40.0095,48.4752,62.28,74,91,7.09,overcast clouds
577,Jagadhri,IN,30.1667,77.3,67.35,74,0,2.44,clear sky
578,Sistranda,NO,63.7256,8.834,42.76,77,100,9.84,overcast clouds
579,Myrtle Beach,US,33.6891,-78.8867,81.1,76,75,12.66,broken clouds
580,Kyra,RU,49.5776,111.9753,24.1,53,0,3.13,clear sky
581,Saint Pete Beach,US,27.7253,-82.7412,86.07,69,40,13.8,scattered clouds
582,Erdenet,MN,49.0333,104.0833,29.43,37,15,4.03,few clouds
583,Juneau,US,58.3019,-134.4197,52.21,97,75,9.22,broken clouds
584,Hashtrud,IR,37.4779,47.0508,55.17,58,5,4.59,clear sky
585,Monte Plata,DO,18.807,-69.784,89.22,81,9,4.68,clear sky
586,Filadelfia,US,39.9523,-75.1638,68.25,69,100,10.36,overcast clouds
587,Novyy Urengoy,RU,66.0833,76.6333,36.05,99,100,5.12,overcast clouds
588,Evinayong,GQ,1.4368,10.5512,68.5,97,100,0.72,light rain
589,Aiken,US,33.5835,-81.5998,82.11,49,75,12.66,broken clouds
590,Munchenbuchsee,CH,47.0218,7.4504,63.09,84,51,2.3,broken clouds
591,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.67,85,90,16.28,overcast clouds
592,El Doncello,CO,1.6782,-75.2847,79.95,84,47,2.66,scattered clouds
593,Korla,CN,41.7597,86.1469,53.1,23,75,2.89,broken clouds
594,Ginir,ET,7.1333,40.7,57.27,88,100,4.27,light rain
595,Kenora,CA,49.8167,-94.4337,28.78,46,33,10.0,scattered clouds
596,Bucerias,MX,20.75,-105.3333,87.98,74,75,8.05,light rain
597,Liuli,TZ,-11.0833,34.6333,77.09,59,17,3.91,few clouds
598,Pingxiang,CN,27.6167,113.85,55.31,68,35,4.54,scattered clouds
599,Teya,RU,60.3778,92.6267,32.74,99,100,1.66,light snow
600,Pucallpa,PE,-8.3791,-74.5539,82.44,69,75,4.61,light rain
601,Jiuquan,CN,39.7432,98.5174,44.85,21,0,3.4,clear sky
602,Shahr-E Babak,IR,30.1165,55.1186,62.85,14,3,5.73,clear sky
603,Mehamn,NO,71.0357,27.8492,42.71,75,20,21.85,light rain
604,Tabas,IR,33.5959,56.9244,73.89,15,11,2.24,few clouds
605,Goderich,CA,43.7501,-81.7165,46.9,87,100,16.11,light rain
606,Mutoko,ZW,-17.397,32.2268,61.48,47,21,4.12,few clouds
607,Pochutla,MX,15.7432,-96.4661,85.82,73,94,6.24,light rain
608,Ifanadiana,MG,-21.3,47.6333,59.13,98,40,2.42,scattered clouds
609,Coihueco,CL,-36.6167,-71.8333,70.54,53,40,4.61,scattered clouds
610,Bangui,CF,4.3612,18.555,71.37,93,88,3.11,overcast clouds
611,Maceio,BR,-9.6658,-35.7353,78.24,83,75,9.22,broken clouds
612,Zhigansk,RU,66.7697,123.3711,6.62,98,100,2.35,overcast clouds
613,Innisfail,AU,-17.5333,146.0333,75.15,80,87,1.88,overcast clouds
614,Yagodnoye,RU,62.55,149.6667,-10.48,98,60,4.12,broken clouds
615,Camopi,GF,3.1655,-52.3158,82.8,62,43,4.25,scattered clouds
616,Dumai,ID,1.6833,101.45,73.35,99,100,2.44,moderate rain
617,Inawashiro,JP,37.5667,140.1167,52.75,92,100,7.4,overcast clouds
618,Ouesso,CG,1.6136,16.0517,73.76,85,91,1.57,overcast clouds
619,Nishihara,JP,26.1842,127.7558,72.68,81,75,29.93,broken clouds
620,Svetlogorsk,BY,52.6333,29.7333,52.07,94,77,6.49,broken clouds
621,Lydenburg,ZA,-25.0978,30.4597,64.4,73,99,0.98,overcast clouds
622,Dhidhdhoo,MV,6.8833,73.1,78.06,90,100,24.18,overcast clouds
623,Dormidontovka,RU,47.7702,134.9076,31.86,80,43,12.66,scattered clouds
624,Boca Do Acre,BR,-8.7522,-67.3978,85.96,57,92,2.62,overcast clouds
625,Gayny,RU,60.3071,54.3241,40.6,82,99,9.95,overcast clouds
626,Koshurnikovo,RU,54.1667,93.3,36.16,96,100,3.96,overcast clouds
627,Zharkent,KZ,44.1628,80.0,57.7,47,100,3.0,moderate rain
628,Miyako,JP,39.6367,141.9525,47.53,77,40,8.81,scattered clouds
629,Huarmey,PE,-10.0681,-78.1522,66.72,73,29,10.83,scattered clouds
630,Inhambane,MZ,-23.865,35.3833,72.5,82,54,7.16,broken clouds
631,Resistencia,AR,-27.4606,-58.9839,70.09,62,0,6.91,light rain
632,Ratnagiri,IN,16.9833,73.3,77.36,90,100,4.74,overcast clouds
633,Lubawa,PL,53.5043,19.7497,60.4,73,100,12.28,overcast clouds
634,Bitaogan,PH,6.7684,126.0774,80.6,80,100,2.04,moderate rain
635,Ladybrand,ZA,-29.1945,27.4574,62.91,64,100,1.34,overcast clouds
636,Redmond,US,47.674,-122.1215,73.35,62,2,2.95,clear sky
637,Phan Thiet,VN,10.9333,108.1,75.58,89,92,2.91,overcast clouds
638,Cape Canaveral,US,28.4058,-80.6048,85.06,78,0,12.66,clear sky
639,Lakes Entrance,AU,-37.8811,147.981,49.15,78,31,3.78,scattered clouds
640,Saint-Leu,RE,-21.15,55.2833,68.32,78,48,3.74,scattered clouds
641,Bakchar,RU,57.0186,82.0711,40.59,91,100,6.96,overcast clouds
642,Izumo,JP,35.3667,132.7667,57.15,82,75,17.27,light intensity shower rain
643,Kavaratti,IN,10.5669,72.642,79.72,84,100,16.46,overcast clouds
644,Vanavara,RU,60.34,102.2797,30.13,78,100,3.94,overcast clouds
645,Noumea,NC,-22.2763,166.4572,77.0,99,100,3.0,overcast clouds
646,Dicabisagan,PH,17.0818,122.4157,78.21,89,99,3.06,overcast clouds
647,Qingdao,CN,36.0986,120.3719,38.8,81,0,2.24,clear sky
648,Zhuanghe,CN,39.7008,122.9911,41.34,43,0,5.75,clear sky
649,Yumen,CN,40.2833,97.2,44.11,19,0,2.98,clear sky
650,Suzaka,JP,36.65,138.3167,56.1,92,100,1.01,overcast clouds
651,Tura,IN,25.5198,90.2201,67.98,95,1,2.68,clear sky
652,Piriyapatna,IN,12.3397,76.0992,67.73,98,99,2.71,overcast clouds
653,Alekseyevka,RU,50.6309,38.6903,46.18,64,90,8.61,overcast clouds
654,Jimo,CN,36.3897,120.4622,38.98,81,0,2.24,clear sky
655,Corinto,GR,37.9407,22.9573,64.89,55,0,9.82,clear sky
656,Eydhafushi,MV,5.1033,73.0708,81.5,75,100,18.88,overcast clouds
657,Araceli,PH,10.5529,119.9913,80.94,79,100,2.64,overcast clouds
658,Brandon,US,27.9378,-82.2859,85.1,82,75,8.05,broken clouds
659,Gavrilovka Vtoraya,RU,52.877,42.7663,45.57,67,99,13.58,overcast clouds
660,Neya,RU,58.2972,43.8681,46.26,86,100,9.82,light rain
661,Nuuk,GL,64.1835,-51.7216,40.87,75,75,25.99,light rain
662,Sitrah,BH,26.1547,50.6206,86.0,66,0,3.44,clear sky
663,Pangoa,PE,-12.1167,-73.0,75.61,82,99,2.1,overcast clouds
664,Salihli,TR,38.4826,28.1477,60.31,71,10,1.39,clear sky
665,Nabire,ID,-3.3667,135.4833,74.75,92,93,3.24,overcast clouds
666,Noshiro,JP,40.2039,140.0242,48.49,65,39,8.55,scattered clouds
667,Ponnani,IN,10.767,75.9252,74.52,92,100,7.47,light rain
668,Ostuni,IT,40.7276,17.5764,63.59,87,0,9.37,clear sky
669,Azul,AR,-36.777,-59.8585,68.34,28,98,15.46,overcast clouds
670,Ontario,US,34.0633,-117.6509,87.87,51,20,11.5,few clouds
671,Nagorsk,RU,59.3172,50.8078,39.87,97,100,10.38,overcast clouds
672,Buraydah,SA,26.326,43.975,72.05,16,7,9.22,clear sky
673,Lima,PE,-12.0432,-77.0282,68.9,65,100,14.97,overcast clouds
674,Ahtopol,BG,42.1,27.95,59.59,76,36,13.73,scattered clouds
675,Dovolnoye,RU,54.4958,79.6671,40.37,85,100,11.12,overcast clouds
676,Birjand,IR,32.8663,59.2211,52.27,24,0,9.22,clear sky
677,Marystown,CA,47.1666,-55.1483,55.9,93,93,12.08,overcast clouds
678,Panguna,PG,-6.3164,155.4848,72.09,88,53,3.67,broken clouds
679,Dauphin,CA,51.1494,-100.0502,37.54,41,100,9.22,overcast clouds
680,Vardo,NO,70.3705,31.1107,40.98,81,75,17.27,broken clouds
681,Guigue,VE,10.0853,-67.7792,85.82,70,100,0.0,overcast clouds
682,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,92.46,36,38,4.94,scattered clouds
683,Cape Coast,GH,5.1053,-1.2466,78.4,85,43,6.15,scattered clouds
684,Kirakira,SB,-10.4544,161.9205,82.0,78,33,6.29,scattered clouds
685,Alugan,PH,12.2188,125.4808,77.47,88,100,4.36,moderate rain
686,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,79.63,88,73,1.97,broken clouds
687,Araouane,ML,18.9048,-3.5265,89.29,11,2,8.01,clear sky
688,Latung,PH,5.5,120.8833,82.58,75,100,3.47,overcast clouds
689,Mudgee,AU,-32.5943,149.5871,56.62,88,92,7.02,overcast clouds
690,Altamira,BR,-3.2033,-52.2064,87.89,66,20,0.0,few clouds
691,San Francisco Del Mar,MX,16.2333,-94.65,82.8,75,97,9.86,overcast clouds
692,Kathu,TH,7.9178,98.3332,81.75,89,100,13.31,moderate rain
693,Kodinsk,RU,58.6881,99.1844,32.09,83,76,3.89,broken clouds
694,Trebisacce,IT,39.8708,16.5312,64.22,61,0,3.04,clear sky
695,Zhangjiakou,CN,40.81,114.8794,35.29,28,0,2.64,clear sky
696,Catalao,BR,-18.1658,-47.9464,83.52,27,57,6.67,broken clouds
697,Nova Londrina,BR,-22.7658,-52.985,79.81,67,100,8.66,overcast clouds
698,Casablanca,MA,33.5928,-7.6192,73.62,69,47,4.0,scattered clouds
